Force,Displacement,Velocity
240.54,0.00940195,1.25277
242.96,0.00949961,1.243
242.96,0.00959727,1.24788
242.96,0.00964609,1.25277
240.54,0.00974375,1.24788
240.54,0.00979258,1.22347
238.12,0.00989023,1.20394
238.12,0.00993906,1.18929
240.54,0.00998789,1.18929
240.54,0.01008555,1.17464
238.12,0.0101832,1.15023
238.12,0.01023203,1.10628
235.7,0.01028086,1.08187
238.12,0.01037852,1.08187
238.12,0.01042734,1.09163
238.12,0.01047617,1.09652
235.7,0.01057383,1.0721
233.29,0.01062266,1.04769
233.29,0.01067148,1.03792
235.7,0.01076914,1.0428
235.7,0.01076914,1.04769
235.7,0.0108668,1.02816
233.29,0.01091562,0.98909
230.87,0.01101328,0.95491
233.29,0.01106211,0.9305
233.29,0.01111094,0.92073
233.29,0.01111094,0.91585
230.87,0.01120859,0.89632
228.45,0.01125742,0.86702
230.87,0.01130625,0.84261
230.87,0.01135508,0.83773
230.87,0.01140391,0.84261
230.87,0.01145273,0.83773
228.45,0.01150156,0.81331
226.03,0.01155039,0.78402
226.03,0.01159922,0.77425
226.03,0.01164805,0.77425
226.03,0.01169687,0.76937
226.03,0.0117457,0.74495
226.03,0.0117457,0.71077
223.61,0.01179453,0.68148
223.61,0.01184336,0.67171
223.61,0.01189219,0.66195
223.61,0.01194102,0.6473
221.2,0.01198984,0.62288
218.78,0.01198984,0.59847
218.78,0.0120875,0.57894
218.78,0.0120875,0.57405
221.2,0.01213633,0.56917
218.78,0.01218516,0.55452
216.36,0.01218516,0.52523
213.94,0.01223398,0.49105
213.94,0.01223398,0.47152
216.36,0.01228281,0.47152
213.94,0.01228281,0.46663
211.52,0.01233164,0.44222
211.52,0.01238047,0.40804
209.11,0.01238047,0.38363
209.11,0.0124293,0.37386
206.69,0.0124293,0.36898
206.69,0.01247812,0.35921
206.69,0.01247812,0.3348
204.27,0.01247812,0.31038
201.85,0.01252695,0.29085
201.85,0.01252695,0.28597
201.85,0.01257578,0.28109
201.85,0.01252695,0.26155
197.02,0.01257578,0.23714
194.6,0.01257578,0.21273
192.18,0.01262461,0.1932
192.18,0.01262461,0.18831
192.18,0.01262461,0.18343
189.76,0.01262461,0.15902
184.93,0.01262461,0.12484
182.51,0.01262461,0.10042
180.09,0.01267344,0.09066
177.67,0.01267344,0.08577
175.25,0.01262461,0.07113
168,0.01262461,0.04671
163.16,0.01267344,0.0223
158.33,0.01267344,0.01253
153.49,0.01267344,0.00277
146.24,0.01267344,-0.01188
136.57,0.01267344,-0.03141
124.48,0.01267344,-0.05583
105.13,0.01267344,-0.07536
83.37,0.01262461,-0.09001
64.03,0.01262461,-0.09489
47.1,0.01262461,-0.10466
32.59,0.01262461,-0.12419
20.5,0.01262461,-0.15837
13.25,0.01262461,-0.19255
8.41,0.01257578,-0.21208
8.41,0.01257578,-0.22673
6,0.01257578,-0.23649
1.16,0.01252695,-0.26579
-1.26,0.01252695,-0.29997
-3.68,0.01252695,-0.32927
-1.26,0.01247812,-0.33903
-1.26,0.01247812,-0.34391
-1.26,0.0124293,-0.35368
-6.09,0.0124293,-0.37809
-8.51,0.0124293,-0.40739
-8.51,0.01238047,-0.42204
-10.93,0.01233164,-0.43669
-13.35,0.01233164,-0.44157
-15.77,0.01233164,-0.4611
-15.77,0.01228281,-0.48063
-18.18,0.01223398,-0.49528
-20.6,0.01218516,-0.50505
-20.6,0.01218516,-0.50993
-23.02,0.01213633,-0.5197
-25.44,0.01213633,-0.54411
-27.86,0.0120875,-0.57341
-32.69,0.01203867,-0.6027
-32.69,0.01198984,-0.61735
-35.11,0.01194102,-0.62712
-37.53,0.01189219,-0.64177
-39.94,0.01189219,-0.66618
-42.36,0.01179453,-0.68571
-42.36,0.01179453,-0.70036
-44.78,0.0117457,-0.70524
-44.78,0.01169687,-0.71501
-49.62,0.01164805,-0.73454
-49.62,0.01164805,-0.75407
-52.03,0.01159922,-0.76384
-54.45,0.01150156,-0.76384
-54.45,0.01145273,-0.76384
